Via,UUID,KiCad X mm,KiCad Y mm,Gerber/CPL X mm,Gerber/CPL Y mm,Drill mm,Diameter mm,Net,SMD pad drill overlap
V0786,8c3f1357-5816-46ef-857e-9003bb784d92,61.2,17.25,61.2,-17.25,0.2,0.45,RGB_5V,C75.1@F.Cu
V0787,c7bc9063-fbfe-4b63-9784-451c5660c9c7,61.3,61.9,61.3,-61.9,0.3,0.6,ACT_5V,
V0788,d200dcfc-34a1-4bbe-a8a5-9b1a849f423f,61.3,91.25,61.3,-91.25,0.2,0.45,WHEEL_PWM_C,
V0789,3dd6577e-c435-43ad-bea6-8cfc9c9fa086,61.35,44.0,61.35,-44.0,0.2,0.45,BTN_R_ISENSE,
V0790,dcaac05c-79f5-4556-9eb1-a7f42647ddff,61.45,24.4,61.45,-24.4,0.3,0.6,LOGIC_PG,
V0791,29c7b2a2-aa27-46c6-b662-a312533f37a0,61.45,47.3,61.45,-47.3,0.2,0.45,BTN_R_VREF,
V0792,152e2fb4-4f67-4dca-9f34-af00081d80a4,61.6,81.95,61.6,-81.95,0.2,0.45,RGB_DATA,
V0793,71696c6b-60ab-443c-8373-3910165585ac,61.75,69.8,61.75,-69.8,0.3,0.6,GND,
V0794,9435a893-4fbf-4534-98d3-8cc4f42ace06,62.0,95.65,62.0,-95.65,0.3,0.6,MCU_EN,TP6.1@B.Cu
V0795,a6f5b507-1f5b-4239-b0cd-ee6a37a9edb2,62.2,49.3,62.2,-49.3,0.2,0.45,BTN_R_IN2,
V0796,85e912d3-bf5b-43f6-8e5f-95ce33ca00e1,62.35,41.5,62.35,-41.5,0.2,0.45,GND,
V0797,b1876bc9-ef76-4ca0-9521-9ba54fa63882,62.4,54.825,62.4,-54.825,0.3,0.6,ACT_UVLO,
V0798,4f18f40f-89ba-470e-ad27-7c7aee45d1bd,62.4,101.2,62.4,-101.2,0.3,0.6,+3V3,
V0799,3c12b058-0e56-4f49-918e-bdbcd397e05d,62.5,62.4,62.5,-62.4,0.3,0.6,DRV_FAULT_LOCAL_N,
V0800,4890d594-fe5c-4f3f-9b58-514948f380a9,62.5,100.2,62.5,-100.2,0.3,0.6,GND,
V0801,9a651e23-4460-4fa4-ac09-447b4a82bd15,62.5,101.9,62.5,-101.9,0.3,0.6,+3V3,
V0802,0f7d3efe-51e7-467b-9d2a-0b4cc2e174e7,62.55,42.275,62.55,-42.275,0.2,0.45,GND,U9.2@F.Cu
V0803,de6bc116-a175-4771-b8a9-57d87b01c4fb,62.6,43.449999,62.6,-43.449999,0.3,0.6,GND,
V0804,43c129af-9cf7-4c26-9aa6-2ccc6a358747,62.6,46.55,62.6,-46.55,0.3,0.6,GND,
V0805,42d01749-0e92-4a16-a82b-e957e28ed93c,62.6,53.175,62.6,-53.175,0.3,0.6,GND,
V0806,f3cdd63a-81f2-47a4-9813-5da455368b71,62.7,57.2,62.7,-57.2,0.3,0.6,GND,
V0807,83fb5dc6-e9c0-4d32-90fa-1bc28c99fa89,62.75,69.8,62.75,-69.8,0.3,0.6,GND,
V0808,67bddcdd-628b-4cdf-a268-06a7525e6757,62.8,17.25,62.8,-17.25,0.2,0.45,GND,C75.2@F.Cu
V0809,8e52736b-e9fd-4d1d-9567-2982e51f306a,62.85,96.95,62.85,-96.95,0.2,0.45,MCU_EN,
V0810,f8dfba11-5b48-4ee6-b868-89262c271f6f,63.0,37.8,63.0,-37.8,0.3,0.6,BTN_R_COIL_P,
V0811,bff3f4d0-6352-4bb8-a2d6-3482ed39df3c,63.2,80.05,63.2,-80.05,0.2,0.45,PWR_5V,
V0812,927c756f-cd45-4f39-8b1f-0e8600dfaed9,63.4,43.449999,63.4,-43.449999,0.3,0.6,GND,
V0813,ddd10c64-1fce-4ae3-a84f-194ddf9f93a9,63.4,46.55,63.4,-46.55,0.3,0.6,GND,
V0814,da6cd004-9457-443f-8ad0-50f30c42a252,63.6,90.45,63.6,-90.45,0.2,0.45,WHEEL_PWM_C,
V0815,d7d76d4f-07bb-4568-9113-fd4dc614d4c8,63.6063,66.3882,63.6063,-66.3882,0.2,0.45,GND,
V0816,90354abc-1ef6-48bb-beac-f95cfd1fd770,63.75,69.8,63.75,-69.8,0.3,0.6,GND,
V0817,b5ec74fa-e16b-40d7-bf76-f11ee9d95832,63.8,41.7,63.8,-41.7,0.2,0.45,HALL_EN,
V0818,87ad8bdf-8e69-4e58-bf62-c30b7637f7b2,64.15,40.3,64.15,-40.3,0.2,0.45,CC_OUT1,
V0819,535eb3e2-1c30-4d9c-ae2c-1981ccd6d330,64.2,90.55,64.2,-90.55,0.2,0.45,WHEEL_PWM_B,
V0820,e2601a3a-3b50-4ef0-96bd-e0d6c992fda6,64.2,98.5,64.2,-98.5,0.3,0.6,GND,
V0821,deeee395-d533-41be-acf7-23d03f945477,64.25,68.95,64.25,-68.95,0.2,0.45,WHEEL_PWM_A,
V0822,ae1d813e-11bd-478d-9a22-168b7dd38696,64.275,61.15,64.275,-61.15,0.3,0.6,GND,
V0823,cbe335ee-5be2-4123-b6c2-e0fb61caedf5,64.45,39.65,64.45,-39.65,0.2,0.45,GND,R24.2@F.Cu
V0824,d950e466-2db4-473d-83ac-0892c8498f98,64.6,58.825,64.6,-58.825,0.3,0.6,ACT_OVLO,
V0825,7a4b7263-ce4a-4c30-a5e2-5c23f8909f8f,64.75,69.8,64.75,-69.8,0.3,0.6,GND,
V0826,64e82edb-66bf-438b-bf09-9a231fb15abc,64.8,49.9,64.8,-49.9,0.3,0.6,ACT_5V,
V0827,b70d359c-43bd-4ebd-ae82-ef449cffe71b,64.8,66.05,64.8,-66.05,0.2,0.45,GND,
V0828,3695c18a-3263-4bd1-b8fa-bb6d2eeea201,64.9,45.05,64.9,-45.05,0.3,0.6,BTN_R_COIL_P,
V0829,d1c93713-989c-4cbe-8973-fbb052c07e83,65.0,37.8,65.0,-37.8,0.3,0.6,BTN_R_COIL_N,
V0830,8efa4c69-97d1-4714-8d15-9e2053c80773,65.05,44.25,65.05,-44.25,0.3,0.6,BTN_R_COIL_N,
V0831,9d4c405c-2eb4-4edf-b1e1-2a975ca35dbe,65.099999,65.4,65.099999,-65.4,0.3,0.6,DRV_FAULT_LOCAL_N,
V0832,de70259c-c43d-479c-b0c5-8304803af7ba,65.25,68.95,65.25,-68.95,0.2,0.45,WHEEL_PWM_B,
V0833,b880063f-9caa-4f22-b877-db7adc8e7caa,65.45,29.75,65.45,-29.75,0.3,0.6,GND,
V0834,3ec9cc4f-fdf6-4294-a76e-dc449cd8633f,65.65,67.099999,65.65,-67.099999,0.2,0.45,ADC2_MISO_LOCAL,
V0835,313e048b-5c48-487b-82ee-42879856cbcd,65.75,69.8,65.75,-69.8,0.3,0.6,GND,
V0836,98f0fc38-e66b-454f-bd97-18099b9592cb,65.85,62.2,65.85,-62.2,0.3,0.6,ACT_UVLO,
V0837,cf93a48b-1b25-4996-bb44-922de937b83b,66.0,43.3,66.0,-43.3,0.3,0.6,GND,
V0838,8c8d36ed-f584-4b39-82d3-7712d3811a1f,66.0,66.599999,66.0,-66.599999,0.2,0.45,WHEEL_PWM_B,
V0839,585271ce-a324-4e49-93f4-b67dc90e2b9b,66.099999,65.3,66.099999,-65.3,0.2,0.45,DRV_MISO_LOCAL,
V0840,1cba7372-accc-4f7f-a250-9ba392dbdece,66.1,26.45,66.1,-26.45,0.3,0.6,GND,
V0841,cca749fa-4f02-4181-8c5e-2fd2d1bb110a,66.25,68.95,66.25,-68.95,0.2,0.45,WHEEL_PWM_C,
V0842,654adc7e-6d26-4e07-85ed-ace04cfdb92b,66.45,19.65,66.45,-19.65,0.2,0.45,GND,U34.3@F.Cu
V0843,320dd2c0-3996-4b30-acf5-7cf1187dd25c,66.7,70.7,66.7,-70.7,0.3,0.6,ACT_DRIVE_EN,
V0844,6094f905-1008-44d0-b60d-e9d8694dff9a,66.75,65.95,66.75,-65.95,0.2,0.45,WHEEL_PWM_B,
V0845,0e99a601-948e-4a02-a85d-a191d1131148,66.75,69.8,66.75,-69.8,0.3,0.6,GND,
V0846,cabd96cb-e551-4ae6-8672-cd8c3cd1a30a,67.0,54.05,67.0,-54.05,0.3,0.6,GND,
V0847,7fbfbc3d-2ee7-429e-80f0-57acfb499b6d,67.2,47.6,67.2,-47.6,0.3,0.6,GND,
V0848,de2f01bb-a405-489f-a635-643ae4715602,67.25,69.15,67.25,-69.15,0.2,0.45,ACT_DRIVE_EN,
V0849,e7c3316e-a636-450c-be1b-f2e6f4278c43,67.45,70.8,67.45,-70.8,0.3,0.6,GND,
V0850,f9c388ab-87b2-459f-8280-b6809a3abc4b,67.7,57.4,67.7,-57.4,0.3,0.6,GND,
V0851,dafbdd4f-5909-41a5-a1f7-180089c5df53,67.75,66.05,67.75,-66.05,0.2,0.45,ADC2_MISO_LOCAL,
V0852,79e7e581-641f-4baa-8ebd-39d55ee8df15,67.75,74.25,67.75,-74.25,0.2,0.45,BTN_R_IN2,
V0853,f91dbfa3-7043-49a3-85ee-ffd9c6bb9b1e,67.8,65.3,67.8,-65.3,0.2,0.45,BTN_R_IN1,
V0854,69af8d34-2b6f-49d7-9d07-8e74d71dc331,67.8,67.099999,67.8,-67.099999,0.2,0.45,DRV_FAULT_LOCAL_N,
V0855,8641926a-cbd4-4e27-9e2f-7775982c4bab,68.25,22.4,68.25,-22.4,0.3,0.6,LOGIC_PG,
V0856,57e3f2a6-521f-4f21-ac9e-a2c43ed05649,68.25,29.6,68.25,-29.6,0.3,0.6,GND,
V0857,3c846023-2ab8-48ca-b92a-de14a6269c3a,68.25,69.15,68.25,-69.15,0.2,0.45,WHEEL_RUN_REQ,
V0858,c61a7599-50e6-4d38-bce0-c4937c01c904,68.5,55.7,68.5,-55.7,0.3,0.6,PWR_5V,
V0859,3218850a-32b5-42a0-8340-51aabec3b34d,68.75,69.8,68.75,-69.8,0.3,0.6,GND,
V0860,ccd2cded-1769-4532-bf09-9b42c35412f5,68.85,61.65,68.85,-61.65,0.2,0.45,PWR_5V,
V0861,89f84001-864c-4f58-acf7-e9f4c63b2eea,68.9,24.55,68.9,-24.55,0.3,0.6,+3V3,
V0862,f02b875b-0857-43e3-aae3-2b65d144c48c,69.0,62.35,69.0,-62.35,0.3,0.6,GND,
V0863,e9fbc684-6d45-40a1-bdea-02fda479020d,69.2,66.599999,69.2,-66.599999,0.2,0.45,WHEEL_PWM_B,
V0864,a7026ec4-ad13-42bd-b48a-559c267e4f17,69.3,66.0,69.3,-66.0,0.2,0.45,WHEEL_PWM_C,
V0865,c33edb5f-8163-4edc-95ac-0f583289ffcc,69.35,53.175,69.35,-53.175,0.3,0.6,ACT_OVLO,
V0866,6469ab3f-9fd5-44dd-8c59-1533b4a83a30,69.75,69.8,69.75,-69.8,0.3,0.6,GND,
V0867,85fdc9dc-1f8c-42cf-b69b-351cf8518c59,69.85,23.95,69.85,-23.95,0.2,0.45,MCU_EN,
V0868,22c6a803-0007-4275-be57-d52c3c3b7cc3,70.2,94.5,70.2,-94.5,0.3,0.6,GND,
V0869,2d52f782-e250-4d60-b999-c9362dcdaea2,70.25,69.15,70.25,-69.15,0.2,0.45,+3V3,
V0870,2b9c9155-15de-4902-b29f-39d7ef24cbb3,71.0,94.5,71.0,-94.5,0.3,0.6,GND,
V0871,f8cc7d05-93e6-4e33-808a-d1585be0095e,71.3,62.5,71.3,-62.5,0.2,0.45,VBUS_USB,TP1.1@B.Cu
V0872,dfb973e1-94de-42e7-9a8d-e5fff1c9457d,71.8,94.5,71.8,-94.5,0.3,0.6,GND,
V0873,728a2b72-2b4b-4a72-9d4e-61348675fa83,72.9,94.5,72.9,-94.5,0.3,0.6,ACT_5V,
V0874,e0de5fa9-13a0-4f0f-9eba-6949b82fc1b1,73.7,94.5,73.7,-94.5,0.3,0.6,ACT_5V,
V0875,300a840e-0c10-4f89-991e-0eece86df4ef,74.5,94.5,74.5,-94.5,0.3,0.6,ACT_5V,
